GISJOIN,STATE,STATEA,COUNTY,COUNTYA,TRACTA,pop_total_2010,housing_occupied_2010,housing_vacant_2010,housing_owner_occ_2010,housing_renter_occ_2010,age_under5_2010,age_5to9_2010,age_10to14_2010,age_15to17_2010,age_18to19_2010,age_20_2010,age_21_2010,age_22to24_2010,age_25to29_2010,age_30to34_2010,age_35to39_2010,age_40to44_2010,age_45to49_2010,age_50to54_2010,age_55to59_2010,age_60to61_2010,age_62to64_2010,age_65to69_2010,age_70to74_2010,age_75to79_2010,age_80to84_2010,age_85plus_2010,race_nhwhite_2010,race_nhblack_2010,race_nhaian_2010,race_nhapi_2010,race_nhother_2010,race_nhtwo_2010,race_hispwhite_2010,race_hispblack_2010,race_hispaian_2010,race_hispapi_2010,race_hispother_2010,race_hisptwo_2010,pop_total_2020,land_area_sqkm,density_perkm2,settlement_type
G2700530026022,Minnesota,27,Hennepin County,053,026022,6970,2210,91,2107,103,508,729,762,441,138,36,31,122,195,290,567,742,786,639,428,110,131,136,94,36,28,21,5772,141,2,830,6,104,89,0,2,0,17,7,7639.49,8.531155,817.0054347857939,suburban
G2700530026101,Minnesota,27,Hennepin County,053,026101,3204,1241,71,1124,117,190,227,241,150,40,20,17,64,114,131,160,239,257,256,312,87,126,154,104,101,97,117,2868,155,13,60,9,55,31,0,2,0,5,6,3469.55,4.362913,734.3717374148878,suburban
G2700530026103,Minnesota,27,Hennepin County,053,026103,2702,1104,39,1021,83,112,137,196,126,52,13,16,52,118,113,130,168,263,264,254,80,127,162,114,70,74,61,2461,42,9,73,6,45,41,0,2,1,22,0,2817.0,4.498384,600.6601481776568,suburban
G2700530026104,Minnesota,27,Hennepin County,053,026104,3717,2096,244,1297,799,175,114,119,65,41,25,29,208,533,317,210,191,221,257,290,137,163,215,162,125,70,50,2988,372,3,131,4,84,75,4,8,0,34,14,4447.28,5.293902,702.1286000383083,suburban
G2700530026201,Minnesota,27,Hennepin County,053,026201,3113,1142,33,1052,90,147,205,246,179,51,16,17,68,95,102,150,210,289,345,278,92,126,141,107,85,86,78,2933,21,5,55,6,39,30,1,3,2,12,6,3237.53,4.88036,637.8627806145449,suburban
G2700530026202,Minnesota,27,Hennepin County,053,026202,2836,1138,32,1014,124,119,194,193,129,62,12,18,70,92,112,131,190,275,299,274,88,113,143,79,77,83,83,2639,40,2,66,0,52,22,0,1,2,8,4,2936.0,4.071444,696.5587639176666,suburban
G2700530026205,Minnesota,27,Hennepin County,053,026205,3162,1217,40,1121,96,154,197,277,178,56,21,18,56,119,167,171,195,306,304,290,114,133,140,101,82,46,37,2915,44,5,60,0,66,44,0,5,0,14,9,3295.0,3.353999,942.7552005829459,suburban
G2700530026206,Minnesota,27,Hennepin County,053,026206,3118,1339,52,1071,268,125,151,218,168,48,14,10,43,92,92,126,204,263,271,285,110,152,148,127,133,139,199,2960,18,5,53,0,45,21,0,0,0,10,6,3320.0,3.513684,887.3877104486345,suburban
G2700530026207,Minnesota,27,Hennepin County,053,026207,3981,1727,84,1118,609,213,250,265,186,87,31,28,127,270,219,201,275,341,349,390,129,156,161,108,103,60,32,3453,183,8,122,10,97,51,3,0,0,49,5,4139.68,4.609326,863.6837576686917,suburban
G2700530026208,Minnesota,27,Hennepin County,053,026208,3053,1163,29,1059,104,157,174,233,182,63,20,18,81,101,111,156,209,280,307,281,99,131,162,102,79,56,51,2806,68,5,42,7,65,38,1,2,0,12,7,3141.0,5.413332,563.9779714231457,suburban
G2700530026301,Minnesota,27,Hennepin County,053,026301,3458,1492,110,915,577,155,195,238,140,47,14,27,115,288,179,181,165,255,323,304,101,142,163,107,75,90,154,3137,41,2,159,4,52,52,0,0,0,7,4,3819.62,7.37378,468.95893286753875,suburban
G2700530026302,Minnesota,27,Hennepin County,053,026302,3230,1310,65,1221,89,162,185,220,151,69,20,12,67,109,140,136,204,311,348,387,117,143,159,101,90,58,41,3059,20,7,48,2,47,31,4,1,2,3,6,3418.0,5.316304,607.5649549009989,suburban
G2700530026402,Minnesota,27,Hennepin County,053,026402,5937,3173,236,1655,1518,287,239,218,140,67,41,65,337,779,534,358,287,348,421,385,160,225,243,215,216,188,184,4772,455,18,267,5,146,155,5,3,0,82,29,6573.44,4.598967,1290.9420746006658,urban
G2700530026403,Minnesota,27,Hennepin County,053,026403,2930,1510,226,664,846,183,130,136,69,33,20,20,92,291,250,178,178,177,184,170,65,85,110,84,104,133,238,2291,246,10,267,3,53,30,0,1,1,19,9,3551.49,3.253505,900.567234413348,suburban
G2700530026404,Minnesota,27,Hennepin County,053,026404,5293,2249,132,1734,515,255,291,311,252,91,19,23,163,237,228,257,346,425,511,551,214,286,254,195,160,123,101,4799,132,11,163,5,71,78,0,1,0,25,8,5598.0,9.194818,575.6503282609835,suburban
G2700530026505,Minnesota,27,Hennepin County,053,026505,3472,1431,82,1038,393,182,205,198,154,67,15,21,102,211,206,215,240,270,316,343,121,167,183,103,67,49,37,3021,103,11,195,1,66,59,0,0,2,4,10,3581.0,3.134322,1107.7355804540823,urban
G2700530026507,Minnesota,27,Hennepin County,053,026507,4748,2076,91,1253,823,296,268,281,212,64,38,36,225,486,347,270,278,360,401,318,108,143,185,162,118,91,61,3797,361,18,273,9,115,96,3,1,2,52,21,5184.51,7.112854,667.5238940655889,suburban
G2700530026508,Minnesota,27,Hennepin County,053,026508,5060,2160,124,1590,570,304,267,328,177,66,28,40,176,359,270,270,344,457,426,383,161,182,218,167,182,164,91,4472,156,4,237,3,88,67,1,0,1,22,9,4924.41,6.515371,776.6249995587358,suburban
G2700530026509,Minnesota,27,Hennepin County,053,026509,4642,1662,38,1620,42,248,303,354,265,99,36,31,132,233,236,283,302,461,538,488,153,175,146,88,39,18,14,4177,102,2,182,3,75,66,0,1,0,21,13,4497.0,4.389764,1057.460036575998,urban
G2700530026510,Minnesota,27,Hennepin County,053,026510,3515,1650,94,995,655,185,171,191,128,46,33,38,190,358,245,203,215,286,324,234,90,104,101,98,105,94,76,2884,214,8,243,5,78,37,2,0,0,38,6,3439.0,2.836142,1239.3596653482089,urban
G2700530026511,Minnesota,27,Hennepin County,053,026511,3500,1498,75,585,913,274,216,193,126,61,47,49,218,423,288,215,212,244,236,240,72,81,118,91,61,19,16,2501,438,9,130,2,97,130,4,3,1,162,23,3532.0,1.906889,1835.4503067561877,urban
G2700530026512,Minnesota,27,Hennepin County,053,026512,6074,2489,126,1650,839,302,329,346,209,156,83,60,218,411,371,311,414,483,566,518,175,279,334,208,132,83,86,5105,369,34,247,11,95,108,4,6,2,76,17,6003.0,6.703076,906.1511461305228,suburban
G2700530026514,Minnesota,27,Hennepin County,053,026514,4587,2164,155,748,1416,349,242,201,124,69,53,50,315,737,407,330,255,291,275,219,80,127,136,109,94,69,55,3243,344,8,696,6,123,84,1,0,3,58,21,4801.0,9.148097,501.41575892778576,suburban
G2700530026605,Minnesota,27,Hennepin County,053,026605,3514,1297,31,1177,120,140,268,356,253,77,21,24,64,80,101,185,281,407,359,196,57,98,143,96,92,106,110,3088,26,1,240,9,63,47,0,0,0,24,16,4207.0,4.263671,824.1724091750981,suburban
G2700530026606,Minnesota,27,Hennepin County,053,026606,4835,1793,57,1392,401,280,378,430,274,77,28,25,140,216,216,291,372,385,459,366,120,170,252,158,101,67,30,4311,123,14,170,3,75,95,1,2,0,36,5,5014.97,4.871573,992.4925686220857,suburban
G2700530026609,Minnesota,27,Hennepin County,053,026609,2961,1160,26,1090,70,164,200,208,124,54,23,22,68,106,125,177,215,238,257,234,76,121,192,161,97,55,44,2762,40,1,77,3,31,41,2,0,2,0,2,3009.0,4.012668,737.9130294357769,suburban
G2700530026610,Minnesota,27,Hennepin County,053,026610,4678,1634,69,1456,178,193,313,339,230,110,47,40,145,211,203,293,362,343,384,382,112,183,294,183,139,99,73,3989,291,37,120,20,92,68,9,5,3,19,25,4411.0,4.455224,1050.0033219429595,urban
G2700530026611,Minnesota,27,Hennepin County,053,026611,4617,2300,95,1677,623,242,253,243,178,87,23,32,154,402,360,297,316,302,412,352,98,167,221,171,111,111,85,3737,451,12,202,4,113,60,7,1,0,15,15,4902.0,3.581955,1288.9609165944296,urban
G2700530026612,Minnesota,27,Hennepin County,053,026612,8568,3313,198,2668,645,706,689,629,400,131,51,39,251,697,733,763,688,687,694,567,186,210,198,97,83,35,34,6717,469,7,954,26,181,141,9,1,4,39,20,11726.45,9.19571,931.7388216896792,suburban
G2700530026613,Minnesota,27,Hennepin County,053,026613,6176,2196,72,1927,269,351,524,588,371,112,35,45,122,242,320,427,536,591,522,426,118,178,207,140,111,89,121,4767,190,7,928,9,104,123,0,0,4,37,7,12100.36,12.983996,475.66250020409746,suburban
G2700530026702,Minnesota,27,Hennepin County,053,026702,2430,1128,89,606,522,134,105,104,67,49,18,26,99,191,173,95,120,178,203,173,49,70,85,98,136,106,151,2152,101,13,31,2,43,42,0,0,2,39,5,2688.0,1.936609,1254.7705809484517,urban
G2700530026706,Minnesota,27,Hennepin County,053,026706,3476,1276,22,1231,45,186,189,217,168,90,27,41,131,201,183,198,200,263,341,402,158,209,162,51,33,17,9,3206,64,4,75,3,53,39,6,2,0,20,4,3360.0,2.44438,1422.0374900792838,urban
G2700530026707,Minnesota,27,Hennepin County,053,026707,4843,1741,36,1665,76,304,261,299,224,128,40,65,157,344,318,290,309,423,550,477,113,180,194,82,44,21,20,4213,204,23,127,22,102,95,0,2,0,48,7,5187.94,11.422651,423.98213864714944,suburban
G2700530026708,Minnesota,27,Hennepin County,053,026708,5451,2116,50,1890,226,297,360,377,252,131,35,43,173,269,309,367,407,486,552,521,151,187,170,124,112,82,46,4842,159,16,215,7,102,66,4,1,0,24,15,5399.0,10.358541,526.2324105296295,suburban
G2700530026710,Minnesota,27,Hennepin County,053,026710,7749,3118,120,2452,666,541,491,468,338,171,74,75,301,683,615,533,545,688,693,534,164,192,243,146,132,74,48,6378,409,38,475,5,197,121,8,0,2,86,30,11990.0,15.074592,514.0437631744859,suburban
G2700530026711,Minnesota,27,Hennepin County,053,026711,2940,1251,49,1107,144,210,156,167,91,49,24,21,110,255,299,193,208,229,254,224,82,113,110,67,43,26,9,2562,151,11,54,6,65,59,2,0,0,23,7,3026.73,2.655401,1107.1774093630304,urban
G2700530026712,Minnesota,27,Hennepin County,053,026712,3203,1324,56,993,331,187,205,191,137,69,34,27,115,229,212,210,212,260,288,261,84,117,127,100,61,48,29,2607,251,10,109,0,75,81,5,5,0,47,13,3274.27,3.013051,1063.042079274463,urban
G2700530026713,Minnesota,27,Hennepin County,053,026713,4171,1772,52,1465,307,221,198,247,183,95,26,28,132,296,298,239,318,369,427,345,134,188,204,95,45,44,39,3667,162,14,169,0,58,58,2,0,0,31,10,4195.59,4.190059,995.4513766989917,suburban
G2700530026714,Minnesota,27,Hennepin County,053,026714,9545,3658,117,2877,781,751,783,762,476,167,61,64,246,627,698,702,861,883,726,548,169,231,263,169,123,98,137,7784,495,17,759,15,210,169,18,3,0,55,20,10133.0,12.924028,738.546836945881,suburban
G2700530026715,Minnesota,27,Hennepin County,053,026715,12453,4085,198,3780,305,1137,1372,1178,569,202,63,48,251,655,877,1228,1313,1173,887,615,164,204,250,147,56,36,28,10174,489,12,1290,13,238,174,5,1,4,41,12,15666.2,14.650536,850.0030306058427,suburban
G2700530026716,Minnesota,27,Hennepin County,053,026716,7713,2515,57,2457,58,533,697,720,411,159,42,52,161,301,411,593,699,794,703,620,218,236,193,75,45,31,19,6768,129,9,551,10,126,80,5,2,2,14,17,7976.0,7.686588,1003.4361149576379,urban
G2700530026807,Minnesota,27,Hennepin County,053,026807,5238,2083,243,1396,687,391,314,322,200,122,63,69,233,392,326,317,302,358,380,334,143,200,238,133,143,117,141,3473,919,25,332,10,141,109,14,1,3,182,29,5977.0,8.32525,629.1702951863307,suburban
G2700530026809,Minnesota,27,Hennepin County,053,026809,5039,1687,97,399,1288,624,527,397,234,153,100,84,333,585,508,341,305,252,201,148,54,49,66,38,19,13,8,878,2368,9,368,0,146,312,34,12,1,852,59,4834.0,1.924188,2618.766981188948,urban
G2700530026810,Minnesota,27,Hennepin County,053,026810,6098,2220,157,1068,1152,595,498,422,279,198,110,100,342,583,501,444,382,370,335,320,85,97,165,138,65,50,19,1931,2286,34,1025,36,221,199,8,2,2,313,41,6532.52,2.722607,2239.7650487198484,urban
G2700530026811,Minnesota,27,Hennepin County,053,026811,5651,1765,110,1440,325,452,483,475,320,169,77,79,223,415,391,350,338,358,389,367,134,225,193,108,53,33,19,2522,1617,29,1044,12,175,108,22,1,2,83,36,6398.48,3.97698,1420.9274374022498,urban
G2700530026812,Minnesota,27,Hennepin County,053,026812,5401,1859,200,1688,171,482,456,396,218,94,35,54,175,402,453,457,430,428,352,277,105,136,136,104,107,61,43,3057,811,12,1217,25,132,72,11,2,2,49,11,8840.0,15.171199,356.00350374416684,suburban
G2700530026814,Minnesota,27,Hennepin County,053,026814,6475,2086,109,1881,205,497,543,497,300,200,86,90,266,497,473,436,399,447,499,450,133,222,192,124,69,39,16,3065,1443,32,1337,15,219,178,7,3,3,143,30,7225.0,3.634872,1781.3557121131087,urban
G2700530026815,Minnesota,27,Hennepin County,053,026815,5136,1736,66,1386,350,388,357,342,262,170,75,79,217,402,320,343,315,397,454,393,107,132,138,110,63,41,31,2809,895,38,1009,9,148,65,2,2,2,120,37,5648.0,3.915579,1311.6834062088901,urban
G2700530026816,Minnesota,27,Hennepin County,053,026816,6261,2163,155,1649,514,563,505,506,278,160,81,87,250,503,466,432,394,408,437,393,181,197,184,112,65,34,25,2786,1785,20,1002,11,254,137,13,11,12,199,31,7087.0,4.125382,1517.6776356710723,urban
G2700530026818,Minnesota,27,Hennepin County,053,026818,4566,1599,114,1134,465,414,405,314,194,132,53,74,228,359,335,285,297,291,293,235,124,106,163,108,86,40,30,2038,1258,30,679,16,179,125,19,13,9,175,25,5255.0,2.839706,1607.9129318316755,urban
G2700530026819,Minnesota,27,Hennepin County,053,026819,4498,1958,104,418,1540,496,341,276,170,111,92,100,337,485,378,331,284,274,229,215,71,85,86,55,45,20,17,999,2300,14,478,14,214,143,17,15,0,273,31,4578.0,1.162234,3870.1328648103568,urban
G2700530026820,Minnesota,27,Hennepin County,053,026820,12114,3800,131,3502,298,1193,1164,967,563,257,135,114,334,702,1032,1120,1113,930,805,589,161,231,251,133,88,88,144,7904,1489,48,2031,35,364,131,6,1,7,64,34,13879.0,11.660418,1038.89929160344,urban
G2700530026822,Minnesota,27,Hennepin County,053,026822,5053,1902,79,1649,253,235,297,376,267,126,34,50,161,260,210,243,314,517,516,402,172,169,179,138,153,146,88,3796,515,10,453,16,155,39,2,2,2,51,12,5194.06,4.807091,1051.1554701169584,urban
G2700530026823,Minnesota,27,Hennepin County,053,026823,4251,1371,47,1326,45,269,299,378,241,103,50,51,133,218,203,290,323,401,387,281,96,111,148,88,88,60,33,2690,635,12,709,16,111,28,4,1,0,44,1,5057.94,3.263471,1302.6008198019838,urban
G2700530026903,Minnesota,27,Hennepin County,053,026903,4193,1672,76,1069,603,295,262,307,193,105,53,40,171,312,292,261,310,360,369,233,82,114,117,71,68,70,108,3693,190,14,103,5,101,51,1,1,3,20,11,4696.0,4.344825,965.0561299937282,suburban
G2700530026906,Minnesota,27,Hennepin County,053,026906,7195,2603,91,2411,192,463,447,523,377,216,74,86,244,537,494,452,500,727,683,510,165,201,211,123,80,50,32,6235,412,35,204,3,168,106,0,0,1,16,15,7552.0,5.931692,1212.9759940334056,urban
G2700530026907,Minnesota,27,Hennepin County,053,026907,5409,1928,49,1644,284,312,442,534,329,140,44,52,162,205,239,367,536,674,447,301,88,120,160,102,60,52,43,4857,165,11,176,6,79,69,0,2,0,30,14,5596.0,7.004891,772.174756181074,suburban
G2700530026908,Minnesota,27,Hennepin County,053,026908,6292,2125,54,2035,90,413,417,519,388,204,96,82,225,390,414,398,557,757,655,362,99,108,96,66,18,18,10,5454,339,25,234,5,103,86,2,2,0,27,15,6047.0,3.872447,1624.8124248052975,urban
G2700530026909,Minnesota,27,Hennepin County,053,026909,11806,3944,162,3281,663,928,1249,1167,577,227,93,82,278,518,756,1087,1229,1037,727,493,157,234,296,218,181,132,140,10816,231,26,329,1,202,103,1,2,4,69,22,13961.15,71.361698,165.43888851972102,suburban
G2700530026910,Minnesota,27,Hennepin County,053,026910,4617,1619,61,1518,101,253,289,362,226,125,59,43,157,221,200,243,374,474,527,361,119,168,180,107,63,41,25,4018,24,10,93,1,60,309,1,1,3,82,15,7212.06,60.092026,76.83215739805478,rural
G2700530027001,Minnesota,27,Hennepin County,053,027001,3203,1120,46,1005,115,175,251,306,184,70,36,32,94,133,119,162,279,388,333,238,70,91,109,74,35,17,7,3060,17,10,39,0,29,21,0,0,0,27,0,3363.15,53.671964,59.67733917842097,rural
G2700530027002,Minnesota,27,Hennepin County,053,027002,5272,1964,116,1622,342,206,370,450,284,120,31,46,153,183,161,213,426,607,601,402,136,205,240,162,106,78,92,4998,44,17,47,0,35,71,0,1,2,32,25,5493.53,86.714289,60.79736178197806,rural
G2700530027101,Minnesota,27,Hennepin County,053,027101,5542,1971,87,1782,189,276,445,574,369,110,27,35,102,139,158,266,484,626,531,416,144,164,238,172,109,97,60,5197,49,4,158,4,61,41,0,3,0,16,9,7482.97,66.673452,83.12153988967003,rural
G2700530027102,Minnesota,27,Hennepin County,053,027102,5402,1878,54,1751,127,252,362,435,302,133,65,59,165,211,185,220,361,624,671,483,167,204,232,128,75,37,31,4972,20,22,183,0,53,40,0,5,1,93,13,6244.02,92.611619,58.32961412757507,rural
G2700530027201,Minnesota,27,Hennepin County,053,027201,6166,2253,316,2044,209,278,503,603,348,116,23,23,93,137,142,271,498,682,625,556,198,303,300,169,125,104,69,5883,31,11,75,8,53,76,0,0,0,25,4,6954.51,38.131371,161.70412545617623,suburban
G2700530027202,Minnesota,27,Hennepin County,053,027202,1723,718,33,498,220,101,115,117,75,30,9,18,40,88,89,115,133,170,169,126,60,67,67,53,37,24,20,1568,23,4,19,2,36,37,0,1,0,30,3,1696.95,2.083052,827.1516985653743,suburban
G2700530027203,Minnesota,27,Hennepin County,053,027203,3524,1685,272,939,746,143,201,175,109,49,17,23,97,210,168,195,210,275,313,327,103,173,178,108,91,108,251,3335,35,5,58,5,39,31,0,0,0,13,3,3689.69,5.461618,645.2300398892783,suburban
G2700530027300,Minnesota,27,Hennepin County,053,027300,3688,1795,246,1061,734,161,198,227,119,71,24,20,112,197,158,178,231,272,313,287,119,183,229,163,148,133,145,3349,100,16,51,6,34,61,12,0,1,51,7,4443.32,7.982497,462.0108219270236,suburban
G2700530027400,Minnesota,27,Hennepin County,053,027400,4079,1506,106,1395,111,208,297,349,246,72,20,24,76,86,103,192,254,408,446,373,134,187,231,133,97,81,62,3946,15,5,34,1,28,36,0,0,1,12,1,4321.0,7.63304,534.3873476360664,suburban
G2700530027501,Minnesota,27,Hennepin County,053,027501,4384,2006,247,1246,760,189,272,266,177,66,27,26,164,256,178,215,296,413,423,456,131,182,214,157,99,90,87,4017,76,13,57,0,63,87,0,4,1,52,14,4564.8,5.006876,875.5958805450744,suburban
G2700530027503,Minnesota,27,Hennepin County,053,027503,4079,1459,80,1310,149,191,304,359,273,104,32,22,77,103,113,160,315,430,492,331,115,164,165,129,91,75,34,3863,41,14,33,5,56,47,1,4,0,7,8,4359.93,8.383019,486.5788804725361,suburban
G2700530027504,Minnesota,27,Hennepin County,053,027504,3195,1184,74,1108,76,161,221,271,191,73,23,22,64,83,93,139,212,307,386,292,111,131,120,108,76,71,40,3014,13,3,72,3,32,42,0,0,1,6,9,3423.43,5.397957,591.8905986098074,suburban
G2700530027601,Minnesota,27,Hennepin County,053,027601,3755,1657,167,1259,398,238,231,219,144,75,34,26,104,234,206,266,276,351,326,300,108,137,142,104,82,82,70,3541,43,7,40,4,51,43,2,1,0,16,7,4055.8,2.658644,1412.3741275627726,urban
G2700530027602,Minnesota,27,Hennepin County,053,027602,5297,2317,238,1829,488,266,297,315,215,92,41,27,186,332,313,327,389,587,560,456,156,177,227,131,91,58,54,5012,34,15,77,2,62,72,1,0,1,14,7,5347.7,4.734515,1118.8051996878244,urban
G2700530027700,Minnesota,27,Hennepin County,053,027700,8667,3039,209,2780,259,716,830,755,350,143,49,35,153,334,478,691,831,783,721,614,182,254,300,213,112,65,58,8154,88,8,137,0,93,141,2,0,4,31,9,10540.23,69.613167,124.50230859343031,suburban
G2700530100200,Minnesota,27,Hennepin County,053,100200,3543,1549,119,952,597,274,221,212,144,85,33,25,116,270,295,254,250,268,280,266,102,101,95,74,66,51,61,1808,1070,44,262,26,158,71,9,5,0,68,22,3764.0,1.533888,2309.816622856428,urban
G2700530100400,Minnesota,27,Hennepin County,053,100400,2961,975,155,606,369,276,249,251,198,108,57,38,126,223,245,203,219,205,168,147,49,49,66,34,21,15,14,996,1141,61,350,12,168,75,13,6,1,111,27,3388.0,1.843096,1606.53595906019,urban
G2700530100500,Minnesota,27,Hennepin County,053,100500,1921,896,84,538,358,125,115,90,53,43,16,17,91,193,203,169,99,121,121,115,33,45,58,41,40,56,77,1304,189,71,91,10,83,82,1,5,0,64,21,1978.0,3.026204,634.7886659326338,suburban
G2700530100700,Minnesota,27,Hennepin County,053,100700,3025,1159,130,927,232,260,202,172,161,84,37,46,107,238,294,295,239,252,216,147,59,55,54,39,29,17,22,1528,878,36,227,10,140,71,12,2,0,112,9,3139.0,0.96725,3127.423106745929,urban
G2700530100800,Minnesota,27,Hennepin County,053,100800,3846,1291,192,829,462,402,346,340,213,125,67,50,171,315,334,289,233,206,222,191,75,68,80,51,25,17,26,1183,1627,61,440,6,225,111,21,14,7,130,21,4209.0,1.084917,3544.971642992045,urban
G2700530100900,Minnesota,27,Hennepin County,053,100900,4630,1469,280,822,647,479,433,468,291,198,66,69,187,353,349,321,295,285,248,198,59,91,76,61,42,24,37,1224,2084,74,619,19,240,117,23,4,3,192,31,5005.0,1.805038,2565.0429520043344,urban
G2700530101200,Minnesota,27,Hennepin County,053,101200,4649,2034,92,1513,521,356,267,183,107,77,41,42,187,415,490,407,359,337,356,324,96,100,136,85,87,73,124,3751,278,46,133,3,122,107,8,11,0,144,46,4913.0,1.631926,2848.7811334582575,urban
G2700530101300,Minnesota,27,Hennepin County,053,101300,1604,497,111,240,257,182,157,164,84,63,31,25,73,93,125,98,91,88,92,81,39,31,32,22,17,11,5,277,816,10,262,2,83,39,9,0,1,84,21,1887.0,0.464019,3456.755003566664,urban
G2700530101600,Minnesota,27,Hennepin County,053,101600,2437,789,158,232,557,267,241,249,148,100,40,43,114,192,166,172,149,149,142,108,32,41,33,22,15,8,6,392,1208,34,452,9,159,46,15,27,2,73,20,3174.0,1.183555,2059.050910181614,urban
G2700530101800,Minnesota,27,Hennepin County,053,101800,3828,1494,174,682,812,356,284,225,138,81,36,43,193,428,412,326,265,242,216,169,67,91,77,45,42,37,55,1880,794,98,73,16,142,184,16,16,4,436,169,4153.0,1.181959,3238.6910205853164,urban
G2700530101900,Minnesota,27,Hennepin County,053,101900,2841,1427,113,519,908,169,109,101,66,43,30,40,206,366,285,223,165,184,203,198,63,96,94,76,52,42,30,1887,314,48,100,9,111,115,13,7,1,197,39,2833.0,0.64401,4411.422182885359,urban
G2700530102000,Minnesota,27,Hennepin County,053,102000,2229,742,88,477,265,196,200,233,140,79,41,45,105,142,158,162,151,136,135,104,47,32,31,42,25,16,9,588,1041,16,225,2,177,54,29,7,0,63,27,2317.0,0.838348,2658.8004026967324,urban
G2700530102100,Minnesota,27,Hennepin County,053,102100,2260,599,193,275,324,244,258,213,159,109,36,44,103,192,131,141,154,136,109,79,31,29,45,27,10,7,3,333,1107,53,450,12,126,41,10,16,0,87,25,2809.0,0.721074,3134.2136868060697,urban
G2700530102300,Minnesota,27,Hennepin County,053,102300,1347,621,76,184,437,106,101,84,60,40,22,10,64,80,64,68,82,72,98,120,43,69,67,33,29,17,18,243,793,12,153,5,88,20,4,0,0,27,2,1393.0,1.402039,960.743602710053,suburban
G2700530102500,Minnesota,27,Hennepin County,053,102500,2813,1278,98,451,827,155,158,118,68,48,35,49,193,425,286,222,178,182,180,174,56,77,66,52,41,18,32,1788,321,74,62,1,142,146,9,32,5,201,32,2746.0,0.948414,2966.004297701215,urban
G2700530102600,Minnesota,27,Hennepin County,053,102600,1920,712,105,343,369,138,138,94,65,50,34,54,164,262,178,154,109,119,131,66,31,40,29,24,17,12,11,1060,293,57,101,1,92,109,6,26,2,150,23,2023.0,2.467608,778.0814456753261,suburban
G2700530102800,Minnesota,27,Hennepin County,053,102800,2835,843,140,359,484,250,281,282,216,120,46,46,142,214,189,159,163,166,165,129,44,45,66,44,31,21,16,377,1655,75,382,8,144,38,26,1,3,109,17,2999.0,0.86051,3294.5578784674203,urban
G2700530102900,Minnesota,27,Hennepin County,053,102900,1148,369,83,165,204,106,93,97,60,44,21,14,59,92,105,87,77,67,81,35,29,19,24,11,16,9,2,291,528,17,166,2,40,28,9,1,0,49,17,1286.0,0.578229,1985.3725773006888,urban
G2700530103000,Minnesota,27,Hennepin County,053,103000,1468,687,69,223,464,54,44,28,26,25,7,14,141,220,126,87,75,74,86,81,28,29,40,42,43,48,150,1164,94,12,51,1,48,32,1,2,0,49,14,1779.0,0.847763,1731.6160294799372,urban
G2700530103100,Minnesota,27,Hennepin County,053,103100,2038,1038,103,387,651,92,83,55,42,23,20,31,163,348,225,113,103,127,129,159,54,54,74,40,32,30,41,1360,272,42,58,15,71,84,6,4,0,93,33,2160.93,0.523363,3894.0467705970805,urban
G2700530103400,Minnesota,27,Hennepin County,053,103400,2665,1031,55,128,903,417,295,212,115,72,51,33,139,284,246,190,115,85,96,76,24,39,64,51,28,16,17,250,1750,18,151,4,74,174,29,0,0,175,40,3063.0,0.964512,2763.055306725059,urban
G2700530103600,Minnesota,27,Hennepin County,053,103600,2084,1238,132,764,474,67,29,31,18,16,14,12,91,299,223,173,130,134,152,227,83,116,106,81,31,33,18,1719,118,12,89,3,47,47,2,0,1,37,9,3093.0,0.781705,2665.9673406208226,urban
G2700530103700,Minnesota,27,Hennepin County,053,103700,3015,1787,126,355,1432,65,38,34,26,86,159,211,652,506,241,117,124,132,143,114,45,79,89,57,48,29,20,2241,218,40,303,5,82,61,1,2,0,49,13,4302.07,0.819257,3680.1638557864017,urban
G2700530103900,Minnesota,27,Hennepin County,053,103900,2232,919,24,26,893,7,2,1,0,200,449,533,642,233,70,20,11,6,11,14,7,7,7,6,1,3,2,1710,52,5,364,1,43,28,3,0,2,22,2,4320.0,0.269683,8276.38375425963,urban
G2700530104000,Minnesota,27,Hennepin County,053,104000,6489,2466,176,685,1781,350,175,121,51,238,686,935,1453,741,457,251,166,134,169,173,72,84,74,48,30,31,50,4685,627,104,653,25,187,108,8,18,2,45,27,7065.0,5.64191,1150.1424163093704,urban
G2700530104100,Minnesota,27,Hennepin County,053,104100,3211,1202,138,377,825,333,260,238,121,88,55,44,199,327,284,218,212,198,209,146,44,51,72,54,17,24,17,928,1272,38,555,9,116,99,15,12,2,133,32,3245.0,1.442582,2225.870002537117,urban
G2700530104400,Minnesota,27,Hennepin County,053,104400,2097,1171,307,180,991,33,10,4,4,17,11,26,250,403,222,170,169,205,226,150,43,47,48,27,9,16,7,1172,477,30,261,5,61,43,6,2,0,24,16,2567.0,0.790673,2652.170998630281,urban
G2700530104800,Minnesota,27,Hennepin County,053,104800,8094,2951,165,249,2702,543,379,284,148,1412,709,451,750,851,395,275,267,239,273,205,115,146,199,155,149,97,52,3006,3645,41,884,14,227,113,13,5,3,124,19,8987.0,1.361366,5945.498859234034,urban
